7	32	24	11	13	26
18	26	1	12	33	3
3	30	23	21	20	27
21	3	26	25	2	6
5	33	6	24	13	2
23	26	12	25	22	27
4	28	4	21	22	16
21	5	26	27	12	17
9	10	9	6	30	1
28	26	14	13	16	24
7	24	7	16	5	23
33	32	22	8	16	10
24	9	20	28	19	12
5	20	13	30	5	3
8	10	24	30	3	16
8	24	22	17	18	25
22	12	24	32	27	25
9	6	2	8	32	8
1	18	31	14	10	3
12	3	26	10	24	1
25	25	1	10	5	26
32	33	6	13	4	32
19	4	7	18	9	25
26	19	15	14	6	33
29	30	6	10	14	20
28	32	21	11	31	20
31	31	26	20	1	8
33	8	27	11	20	20
6	5	25	8	31	1
16	11	6	19	13	4
18	11	17	22	19	25
4	28	16	29	9	24
21	32	12	10	29	1
7	1	21	33	31	24
13	5	19	11	16	22
30	8	11	20	30	4
12	26	29	8	25	14
3	22	15	11	14	16
16	14	28	23	21	11
15	15	33	26	31	32
17	32	23	5	31	29
32	30	33	9	11	19
8	6	24	25	1	16
1	19	26	10	20	28
25	13	30	8	19	16
13	5	19	29	10	12
23	20	14	5	23	1
32	29	19	3	32	24
26	19	27	31	14	25
14	15	3	30	10	1
21	12	10	27	33	3
13	31	24	10	21	24
30	33	20	19	8	19
12	25	22	19	28	15
28	1	14	8	31	15
3	2	20	17	20	5
22	3	10	33	21	31
30	16	17	19	1	29
8	21	1	17	27	21
1	28	22	26	19	21
30	14	31	9	31	29
8	32	13	26	29	29
31	13	24	21	30	28
28	32	9	28	10	7
9	3	8	15	17	26
7	20	11	30	25	28
23	7	13	9	18	28
31	18	22	30	5	17
18	22	18	21	17	4
2	27	20	8	29	9
29	3	10	29	29	18
6	9	4	26	2	25
27	12	33	25	27	1
8	6	22	31	25	21
19	21	19	21	3	26
8	2	20	11	14	23
6	32	31	31	7	7
18	28	32	32	16	11
22	31	20	15	7	25
23	14	19	16	26	23
3	22	11	10	21	12
31	26	27	2	8	32
30	32	17	1	23	23
18	12	28	10	19	17
29	24	15	14	30	10
26	6	17	2	29	12
12	20	2	16	33	20
29	21	11	15	19	29
20	25	4	5	20	25
9	12	12	17	16	7
24	8	3	12	9	10
17	33	22	13	28	17
24	26	15	11	17	27
8	1	25	11	12	12
10	14	12	2	26	1
18	16	31	31	12	24
13	10	1	30	25	27
3	33	16	12	2	24
15	13	18	1	8	32
5	12	22	27	7	1
29	13	17	11	7	8
8	25	29	12	20	9
31	10	9	17	2	19
16	20	9	28	20	14
23	6	2	25	15	13
2	5	16	27	33	1
18	15	6	31	24	8
12	32	4	2	29	31
4	1	27	18	27	14
4	8	29	15	9	17
15	13	18	3	32	9
26	1	20	16	1	12
27	16	24	22	5	31
24	20	32	26	25	26
10	22	31	7	7	15
13	30	27	25	29	8
12	10	17	14	24	32
14	19	13	25	19	26
1	14	25	22	12	27
5	8	32	24	20	10
10	19	23	25	26	9
1	8	25	17	25	28
16	13	10	2	23	26
20	20	15	31	31	15
18	33	32	24	30	21
6	1	10	15	32	12
20	28	15	30	21	11
30	13	9	23	8	29
17	12	25	33	16	13
25	13	17	10	5	30
19	31	23	28	2	2
26	2	11	13	3	29
25	17	1	16	28	4
12	27	9	29	4	23
19	25	14	30	16	25
21	15	33	22	28	28
7	31	14	25	22	8
14	25	15	3	28	22
1	5	21	9	7	15
27	25	29	25	2	26
14	20	24	23	28	31
19	28	31	3	14	23
18	5	24	23	24	7
23	19	22	8	27	31
5	27	26	11	7	1
23	19	27	25	6	26
17	12	32	23	20	23
11	8	3	2	28	23
29	12	26	30	3	7
5	10	11	24	7	8
29	25	24	7	16	15
22	15	14	29	20	16
18	32	22	12	10	11
7	1	16	19	3	29
23	8	24	23	18	17
11	25	28	11	31	27
8	26	5	14	5	15
1	30	6	18	10	19
2	14	10	8	2	11
3	17	19	22	9	25
4	7	18	8	27	30
2	8	33	31	2	5
5	33	14	10	11	29
25	14	28	12	17	9
26	11	13	26	19	32
9	13	11	21	17	6
21	11	23	25	26	14
9	18	18	28	7	11
30	10	13	10	7	18
13	16	11	17	14	33
18	29	23	30	3	28
30	1	1	30	2	3
12	19	24	8	9	24
18	11	9	13	32	7
17	26	7	12	10	18
21	17	16	33	30	3
25	10	32	19	16	23
1	19	6	23	21	9
4	28	33	7	5	25
7	18	4	3	5	1
32	21	23	11	16	12
32	14	23	24	24	33
15	3	32	32	2	29
25	9	31	23	33	8
12	33	28	29	10	6
22	20	16	15	3	33
25	11	30	20	11	32
18	16	6	5	7	19
12	12	1	28	15	9
19	14	10	27	25	24
16	5	23	13	29	25
28	4	1	9	6	12
12	7	7	20	8	14
22	17	9	25	19	25
9	3	25	19	5	15
13	30	25	14	29	9
20	28	15	1	10	21
23	11	5	4	24	6
2	21	28	16	13	24
25	31	33	5	24	10
22	33	30	9	11	1
12	29	12	28	18	33
3	10	18	24	6	12
18	33	13	2	33	28
19	22	29	6	33	9
26	22	28	9	1	28
1	18	27	24	10	26
30	7	23	17	20	32
18	33	28	5	6	11
33	11	24	16	20	32
19	8	27	17	33	20
31	33	6	13	32	16
17	16	13	28	15	27
26	11	30	9	12	16
12	31	1	19	32	21
1	18	33	33	28	2
27	4	19	4	3	26
6	16	17	1	14	26
17	14	9	19	23	5
32	30	7	8	3	32
18	30	19	17	28	27
12	14	19	9	1	18
3	2	4	1	22	12
23	33	4	10	8	12
27	30	28	21	1	22
4	14	7	4	31	20
6	23	25	32	22	6
28	7	3	11	18	11
29	18	28	9	9	10
31	24	32	11	29	26
20	18	13	4	27	24
15	30	7	27	11	24
8	4	18	20	19	15
2	24	33	1	7	31
27	10	22	15	10	32
3	1	2	22	21	8
7	10	13	14	18	27
8	29	27	32	10	32
10	23	20	31	30	1
28	27	14	18	12	24
12	32	26	31	2	1
28	22	29	32	12	24
3	1	3	29	9	7
21	18	22	10	17	1
15	33	11	14	19	21
18	13	31	4	21	26
18	20	5	32	4	12
25	6	20	1	17	11
16	2	21	7	18	23
13	24	17	27	13	4
3	25	30	14	4	24
33	27	32	7	14	29
2	8	23	26	3	32
15	33	28	22	27	17
32	22	32	2	1	30
16	8	32	18	9	15
33	10	14	19	26	27
11	3	16	30	3	29
30	2	3	7	16	16
25	4	13	20	24	19
29	32	12	2	28	7
18	22	30	2	24	17
14	32	12	26	30	28
16	1	22	28	19	3
27	5	19	33	32	6
32	22	21	23	23	14
19	21	10	21	31	2
9	24	8	4	24	24
21	15	17	32	23	28
6	17	28	6	12	17
17	6	24	32	4	2
8	33	8	9	7	30
17	7	14	24	20	4
3	17	10	2	23	25
18	21	29	17	10	18
22	19	24	25	10	26
7	29	24	31	1	10
18	7	11	16	28	10
27	18	18	1	14	17
18	1	29	24	1	6
31	5	30	4	15	30
29	8	9	24	16	6
12	6	16	21	13	22
20	11	25	17	14	23
15	15	33	28	17	4
6	12	8	7	18	8
20	8	9	31	13	3
13	28	19	2	8	8
9	11	30	9	4	14
33	27	29	18	12	11
4	16	15	27	7	28
15	27	19	33	29	16
27	15	12	22	19	7
32	33	25	12	16	27
15	27	6	32	33	5
3	18	11	13	15	23
11	11	29	17	15	30
15	6	32	23	5	30
26	10	20	5	19	10
21	31	11	2	28	29
25	9	15	19	26	6
15	33	31	4	19	28
12	20	17	22	21	19
10	28	28	14	28	20
9	14	19	13	1	21
31	30	4	24	7	18
2	6	6	24	16	26
13	9	13	20	9	12
11	16	4	12	33	10
4	18	22	27	6	28
18	21	17	8	24	22
21	5	9	18	32	2
27	10	1	20	23	32
15	16	32	5	31	18
29	12	16	20	14	8
8	22	32	9	24	5
5	28	2	31	16	29
24	12	18	12	26	29
28	5	12	16	1	31
11	13	6	23	12	21
18	26	2	19	8	3
17	21	21	1	14	26
26	16	9	5	6	7
8	5	13	8	33	26
17	4	23	14	9	3
9	30	27	15	3	30
14	19	17	27	9	21
23	17	25	33	5	19
26	10	24	1	7	3
16	9	29	1	22	8
2	33	13	3	19	4
5	7	3	6	6	20
9	5	11	11	7	8
9	19	30	25	30	17
33	20	30	5	5	21
32	33	31	7	6	5
28	25	33	33	3	22
3	4	22	3	27	26
6	19	15	11	26	4
22	3	26	5	14	13
26	23	11	23	3	24
7	5	33	2	4	28
9	33	12	24	11	9
8	4	11	25	18	24
23	25	3	6	21	4
14	5	21	20	9	5
27	13	6	11	13	13
1	29	4	31	8	30
26	10	6	2	30	4
31	5	5	2	4	6
16	18	12	32	19	21
4	19	25	21	26	11
17	23	21	3	15	21
23	21	21	18	10	23
14	2	2	9	17	7
25	4	31	32	26	8
7	33	10	23	4	33
4	21	28	26	13	12
32	10	8	2	11	29
1	19	6	32	27	26
29	4	6	1	18	1
17	21	30	30	20	15
12	6	8	2	11	32
32	18	24	13	15	8
29	11	19	1	26	23
32	24	19	11	29	6
9	4	18	2	17	9
4	2	24	20	5	25
30	4	8	6	17	16
26	20	21	24	20	4
1	6	30	15	7	7
26	28	7	29	7	27
29	2	5	10	28	2
11	29	19	2	20	9
23	28	21	27	27	24
14	27	9	18	9	23
33	18	31	14	25	16
2	12	32	12	11	19
29	29	3	5	1	22
22	33	6	27	25	20
20	33	15	1	17	27
1	13	21	27	29	22
27	4	32	5	28	1
28	27	12	19	28	8
20	6	33	32	4	16
8	2	11	21	10	3
32	18	10	12	32	2
11	26	24	33	22	20
29	17	26	4	26	21
24	15	7	30	23	32
23	5	9	10	1	10
21	27	20	32	15	4
19	12	4	21	26	5
16	19	18	26	33	1
13	33	28	25	14	14
19	19	4	12	20	7
6	33	24	10	17	4
27	32	3	2	33	2
10	1	28	1	19	8
33	25	33	31	24	18
17	16	16	21	25	29
2	28	18	1	8	12
21	31	18	28	12	17
25	17	6	23	6	15
11	27	6	30	27	9
7	29	27	28	18	12
28	18	14	31	20	27
29	18	12	20	10	30
24	11	13	30	19	2
28	32	10	5	6	18
26	4	27	20	1	33
24	18	10	33	21	31
29	8	25	15	2	16
14	14	9	8	24	6
6	13	1	31	21	25
29	2	27	31	18	11
2	19	23	21	19	16
20	15	29	26	27	3
20	8	28	17	6	2
26	1	4	31	11	25
4	2	2	21	3	9
13	29	9	8	12	9
17	16	5	17	22	26
6	14	33	15	18	8
16	1	28	28	22	28
17	29	10	7	16	30
18	18	13	6	11	21
21	2	22	2	24	12
32	11	24	10	21	6
11	28	2	23	30	3
28	9	5	11	32	29
14	20	1	18	11	25
18	5	14	12	24	23
5	31	4	10	5	5
23	9	29	12	15	19
4	27	29	7	18	24
7	8	25	18	24	29
17	3	27	12	9	5
33	6	16	17	33	22
15	7	33	20	32	4
16	16	8	13	25	15
32	18	30	24	3	25
17	5	3	6	21	10
30	29	11	21	10	22
16	24	19	18	16	16
7	28	18	29	32	17
33	7	22	17	25	11
30	7	16	28	17	8
7	12	9	21	11	18
10	19	16	4	1	4
5	15	23	8	8	29
32	26	32	12	27	5
17	15	13	14	22	22
28	2	18	23	8	30
3	12	10	33	5	16
32	2	23	24	18	16
24	30	8	22	15	23
8	10	32	4	21	30
20	14	28	14	18	9
12	32	21	3	32	6
23	8	6	1	23	23
12	21	5	7	32	18
8	26	27	12	31	30
20	11	22	6	12	13
19	7	25	3	11	16
12	32	2	18	28	11
4	33	23	9	32	21
30	4	27	7	12	18
10	31	25	23	19	24
22	17	19	11	4	19
28	28	4	7	26	31
19	11	30	16	32	28
29	1	9	10	21	7
31	32	32	4	29	5
2	32	3	14	17	6
29	33	31	1	3	21
16	15	31	7	15	10
13	24	7	3	5	23
13	20	6	6	33	5
14	20	5	26	4	14
20	26	24	3	16	14
24	27	5	23	17	1
21	12	23	16	32	31
12	19	10	28	32	33
23	3	18	24	14	28
30	28	28	27	26	13
2	13	30	11	2	3
13	19	21	2	30	8
29	23	4	4	16	27
33	23	11	16	22	1
29	7	12	17	16	28
18	12	21	24	28	12
13	18	8	17	24	32
31	20	25	3	24	27
6	25	9	13	6	13
24	13	21	8	17	29
4	28	1	33	32	6
17	22	15	17	22	26
22	31	13	22	1	10
4	25	7	30	3	25
16	18	27	25	26	22
15	20	28	2	1	16
9	15	32	15	8	3
15	1	18	8	24	9
28	31	18	15	31	11
5	11	9	21	6	18
9	6	23	27	5	12
18	3	20	1	2	13
31	11	25	27	15	26
21	15	15	13	31	11
25	2	18	10	8	5
20	13	33	33	5	6
24	17	7	24	4	13
19	5	25	27	23	9
7	8	10	28	20	21
8	22	30	14	26	12
5	17	9	2	21	13
29	4	1	29	15	15
13	7	29	26	7	26
17	12	8	20	16	10
5	4	33	29	22	32
29	4	14	25	7	16
15	21	18	17	7	18
25	7	10	32	8	13
21	4	15	19	27	10
15	32	13	6	31	27
4	7	2	7	29	29
26	12	18	1	26	4
25	7	30	22	12	9
16	7	29	26	12	7
3	11	33	9	17	18
24	28	20	8	3	6
10	15	12	19	4	28
9	29	22	21	13	5
19	19	23	15	16	19
29	19	33	24	4	1
12	10	22	22	9	31
13	8	19	24	6	6
5	21	1	23	20	29
20	22	13	20	32	16
14	20	15	12	17	16
33	8	11	29	6	1
32	26	21	9	20	1
25	29	17	26	20	4
10	21	32	10	15	27
12	5	13	33	33	7
10	20	17	24	19	9
20	14	23	27	9	20
5	7	5	28	16	13
16	26	28	20	14	10
15	29	29	33	8	20
11	17	14	25	18	13
33	8	29	10	32	12
12	32	22	12	20	16
32	25	27	19	31	4
8	25	25	6	29	9
17	6	19	13	28	7
1	9	22	17	13	30
19	31	31	12	22	24
12	31	31	28	9	15
8	32	8	17	26	30
20	25	13	28	15	12
8	31	30	23	15	24
29	30	2	19	2	33
33	14	7	32	12	12
30	4	10	27	12	26
16	15	3	13	11	7
17	31	20	18	2	5
9	26	21	28	5	30
18	33	9	8	33	1
14	5	21	10	1	12
17	21	2	32	9	7
22	20	21	11	12	1
2	5	16	8	16	28
2	2	12	25	17	23
14	10	9	9	31	13
19	26	7	28	18	17
8	25	4	20	24	17
4	7	12	24	33	26
11	24	24	7	9	29
27	4	29	19	6	33
10	30	4	16	25	6
3	33	27	21	14	6
13	15	17	24	4	33
5	2	7	18	9	26
8	7	6	25	2	29
2	18	21	18	16	1
28	18	23	29	2	29
25	18	33	15	1	1
18	29	20	31	20	20
27	28	22	25	11	32
31	30	14	23	6	15
17	28	25	21	29	23
13	19	4	21	26	8
11	28	5	31	13	14
19	10	18	19	9	15
9	7	22	30	2	19
31	18	3	12	26	24
6	12	27	7	26	21
9	20	6	1	31	8
24	31	7	6	2	18
5	3	13	27	31	1
6	30	27	21	6	21
17	13	13	11	32	18
24	32	5	23	13	10
33	16	21	18	8	33
21	10	6	10	33	22
1	8	32	15	6	27
15	9	13	7	23	18
2	6	28	17	7	7
1	1	18	29	22	1
5	9	11	33	29	21
32	23	14	14	27	33
21	32	15	13	28	19
6	31	2	29	29	5
22	4	30	32	7	29
11	6	24	16	1	24
12	2	3	12	19	15
23	20	12	23	31	8
12	14	2	10	27	6
17	28	17	16	2	15
33	15	2	10	29	30
23	27	15	23	9	11
12	29	16	4	22	24
11	6	16	7	13	17
12	26	7	8	1	5
31	14	24	7	20	5
29	16	32	8	2	32
19	27	3	28	22	14
32	31	30	18	3	28
16	29	30	30	32	14
26	33	27	2	17	14
27	12	30	7	27	12
26	16	20	11	26	21
21	1	14	32	4	33
20	27	11	2	19	22
5	14	13	25	30	13
16	27	25	20	30	23
3	8	14	22	2	16
32	7	28	6	31	6
24	30	5	30	15	23
4	2	11	16	15	33
21	5	13	28	5	29
9	30	9	31	14	26
24	16	7	3	2	12
27	5	4	12	4	16
15	17	3	22	19	7
15	11	29	18	21	20
28	31	16	12	10	9
16	7	22	17	15	13
32	17	21	8	32	16
2	19	22	25	2	13
10	1	33	13	25	23
14	29	21	2	19	27
1	1	7	9	14	2
15	17	19	20	10	14
22	13	32	33	8	18
7	2	28	29	8	18
26	6	31	6	3	12
4	26	10	11	22	4
3	4	28	33	14	2
6	18	20	17	13	28
31	27	18	7	10	23
14	11	28	7	19	25
6	23	11	14	19	23
1	15	17	15	7	28
10	8	7	31	1	7
20	13	33	15	12	28
30	3	18	33	1	24
8	18	27	10	7	2
7	29	23	27	31	16
32	4	27	7	25	16
20	17	20	14	9	9
11	33	24	26	23	27
12	6	31	19	19	10
27	19	16	26	19	13
25	33	2	26	32	4
15	2	11	33	1	5
13	17	32	30	15	20
20	5	24	30	13	20
20	31	23	8	13	20
13	20	33	18	14	18
18	18	10	3	19	17
30	23	28	12	25	17
29	19	1	21	32	32
20	24	12	8	11	29
6	32	14	25	25	2
16	23	4	27	22	19
27	24	3	19	21	33
22	25	25	22	7	3
2	3	33	27	4	25
12	15	6	30	7	27
14	20	19	26	21	16
20	33	29	4	5	20
33	14	31	19	27	31
19	3	7	19	11	20
22	26	16	13	22	1
27	17	15	11	19	4
12	24	31	26	7	18
31	6	30	23	3	21
26	22	26	3	26	21
5	8	22	31	14	3
32	29	26	32	9	2
7	29	16	11	25	1
27	26	22	23	5	25
19	30	14	25	5	4
2	29	28	1	23	31
18	5	29	3	21	1
31	23	32	20	16	1
12	32	3	1	27	33
5	26	27	20	11	31
32	2	19	27	28	17
7	11	21	28	16	1
12	30	12	13	7	5
22	21	21	26	6	24
2	17	3	9	15	26
18	25	25	2	20	23
6	27	13	31	20	13
33	9	25	27	6	17
28	17	1	6	27	8
25	11	21	15	25	23
11	1	16	28	8	16
10	7	10	27	15	27
15	16	24	21	3	19
18	21	21	31	20	14
29	4	11	16	7	28
8	20	12	3	5	7
14	25	26	14	3	15
25	21	7	9	30	12
33	30	28	21	13	17
3	1	6	28	26	16
26	16	1	19	16	30
10	21	7	15	33	1
4	23	28	1	15	23
23	15	31	27	1	24
30	27	5	25	18	7
5	17	8	32	20	1
28	6	1	20	20	23
33	1	7	3	21	6
9	13	5	6	33	13
4	12	33	12	16	29
16	16	28	30	6	13
16	9	13	22	22	24
25	15	31	29	15	23
8	27	26	14	7	6
25	32	24	19	28	18
8	20	8	7	25	12
11	25	13	25	25	8
33	14	14	14	3	5
9	25	33	7	30	14
5	13	7	10	18	32
10	7	4	15	19	17
14	31	23	13	8	8
20	33	14	30	21	15
10	31	5	30	15	9
18	22	14	24	2	3
19	33	21	7	12	13
32	12	28	4	14	30
6	15	22	11	21	14
31	2	29	22	10	3
23	8	21	18	15	26
15	15	2	10	31	16
28	17	25	6	26	9
30	13	22	18	5	30
15	29	20	2	14	18
27	14	2	24	9	6
29	31	25	11	16	32
14	18	3	9	24	24
14	16	11	11	2	6
28	14	6	33	11	33
29	24	16	26	32	21
24	10	3	26	23	1
8	15	20	19	29	28
7	1	17	32	5	25
22	13	5	13	6	12
31	28	7	29	20	15
10	11	1	11	12	2
27	26	18	31	29	29
2	25	11	33	10	10
6	8	1	32	30	25
32	6	18	27	31	29
3	7	16	33	11	11
4	17	10	29	20	30
3	12	8	29	18	7
23	13	18	6	27	26
1	2	19	13	4	25
25	17	23	1	32	29
7	16	32	20	13	26
10	6	10	4	33	5
13	7	27	33	26	21
8	33	23	2	9	14
14	27	13	29	13	6
26	25	30	33	27	6
33	13	6	33	3	29
29	18	21	3	19	14
29	3	10	22	13	19
3	33	12	7	11	33
12	25	7	14	1	5
25	33	14	27	25	6
1	31	6	24	29	1
17	5	31	1	2	32
16	6	29	5	9	27
8	28	4	6	10	22
12	30	6	20	9	9
9	8	27	21	10	19
32	16	13	24	32	30
20	25	26	15	7	10
32	29	32	7	20	8
16	31	30	15	29	25
5	33	9	17	26	12
27	26	33	24	11	23
3	9	14	30	15	30
16	3	16	19	30	9
30	32	9	17	30	9
23	11	25	25	21	30
21	19	24	16	5	24
17	14	2	3	29	1
27	18	1	12	16	8
5	10	27	9	17	25
13	7	29	17	13	9
3	7	20	3	26	32
19	17	17	17	6	23
26	27	28	25	27	24
4	5	20	22	16	17
7	29	30	28	31	4
12	1	15	1	17	21
24	14	25	6	23	29
4	12	30	20	25	12
19	6	18	24	9	29
24	14	20	22	3	19
9	17	33	22	18	21
24	12	32	29	12	3
10	20	27	18	3	10
27	24	7	20	22	6
8	25	21	9	33	5
26	18	32	18	24	26
19	15	12	28	3	21
26	1	11	17	28	21
16	32	12	13	27	26
20	9	30	4	29	32
24	32	8	9	3	22
4	9	27	8	31	33
13	14	12	4	10	13
24	17	3	16	22	33
26	16	21	21	5	15
28	23	29	9	23	1
31	4	21	6	16	32
25	22	20	16	5	1
22	17	17	17	6	6
10	20	15	2	19	26
22	23	14	11	25	32
2	3	22	25	15	20
2	11	28	8	29	5
15	4	33	28	26	32
15	32	5	23	32	21
31	29	7	24	29	26
23	7	24	23	15	3
10	29	9	14	14	7
10	1	2	9	30	10
33	9	32	27	26	5
13	19	3	23	5	11
25	13	30	25	13	25
8	23	28	21	7	26
28	26	22	15	28	13
22	19	11	26	25	30
20	14	13	17	6	27
25	10	15	27	14	1
5	28	22	14	23	1
13	19	18	14	24	26
11	8	5	18	8	8
33	6	23	15	10	14
12	27	28	9	11	31
24	1	33	28	6	26
18	12	4	19	30	13
10	21	3	25	6	2
10	28	20	22	31	27
22	18	7	21	15	27
27	24	5	2	8	5
13	13	25	3	33	29
18	17	18	8	2	23
2	4	9	9	10	16
28	30	9	30	4	29
7	17	11	32	23	21
9	1	27	33	28	20
8	17	19	24	5	24
14	6	10	11	23	8
16	24	11	18	23	27
14	33	17	5	30	20
9	24	10	12	7	29
12	26	15	9	19	28
9	20	31	3	29	8
1	25	11	20	30	2
10	31	13	31	33	25
15	2	20	33	10	10
31	7	4	9	5	31
28	30	16	12	9	8
7	5	12	22	20	13
26	33	25	30	24	7
13	28	30	6	25	28
14	10	19	27	33	12
32	1	16	31	19	30
11	26	3	26	32	16
7	33	32	18	28	4
25	12	22	18	26	12
6	1	7	16	19	27
26	33	25	4	10	22
17	22	11	26	1	2
7	4	32	26	16	26
10	1	18	22	10	9
22	20	10	30	23	21
27	2	26	22	30	17
9	5	25	25	28	9
23	13	28	22	23	9
4	27	13	13	14	26
11	10	32	18	3	7
26	10	19	28	29	4
12	6	24	22	19	2
31	28	14	10	10	9
26	13	31	33	12	31
29	26	11	28	9	17
23	28	7	23	28	15
4	33	33	18	27	17
14	24	25	1	10	13
32	5	12	10	5	18
30	32	14	32	3	21
1	3	23	2	3	3
18	3	29	17	29	31
22	4	15	29	16	12
25	16	15	20	19	32
25	5	10	11	9	8
14	33	2	22	10	26
17	24	33	29	18	13
29	16	12	13	15	20
6	2	21	10	1	7
22	12	32	11	17	24
14	5	23	12	12	18
2	8	11	9	23	32
27	6	7	30	9	3
22	33	11	23	3	9
10	16	19	16	2	28
29	6	18	29	19	15
30	1	13	22	24	16
1	1	28	17	30	3
18	24	24	33	9	21
14	20	15	25	10	27
28	2	29	6	17	5
25	11	20	27	6	8
17	22	31	26	29	25
7	17	12	23	9	10
28	23	5	18	26	28
5	6	3	30	26	15
1	24	29	10	3	29
17	32	9	25	29	6
4	23	29	20	25	12
21	24	19	30	18	8
25	23	23	3	15	20
24	29	11	30	6	18
15	21	6	7	20	6
24	8	3	27	23	33
5	19	32	7	33	24
30	25	13	27	6	16
5	17	4	2	13	25
16	8	12	10	5	4
19	10	4	12	23	1
